CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,A_HBA,A_cLogP,A_HBD,A_Lipinski,A_MW,A_ALogP/XLogP,A_PSA,A_#RotBonds,A_Arom Rings,A_Heavy atoms,A_QED,B_HBA,B_cLogP,B_HBD,B_Lipinski,B_MW,B_ALogP/XLogP,B_PSA,B_#RotBonds,B_Arom Rings,B_Heavy atoms,B_QED
SW48,IAP,PIK3C,10,1,0.128089557,1.0413579,11.30269425,0.0001,0.1,82.28288813,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
SW837,IAP,PIK3C,10,1,0.629974767,1.0864387,46.51173742,0.213341117,1.2868918,57.83080975,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
SW948,IAP,PIK3C,10,1,0.435275428,1.6734703,5.35029239,0.060761832,10,81.06056271,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
A549,IAP,PIK3CA_3,3,3,0.14631288,2.3612657,80.66629012,0.014602543,0.8125948,87.52531677,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H1299,IAP,PIK3CA_3,3,1,1.171129698,10,60.19672795,0.061041121,0.830996,30.34553267,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H1703,IAP,PIK3CA_3,3,0.01,1.151281772,0.7950253,0,0.000528646,2.0501817,19.98044475,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H1793,IAP,PIK3CA_3,3,3,1.442200364,2.4313338,64.2446663,3,0.4794537,39.3913988,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H1975,IAP,PIK3CA_3,3,3,3,0.7707163,7.91594402,0.279866463,0.2403488,29.48012579,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H2170,IAP,PIK3CA_3,3,3,1.12728906,1.0790778,40.90621045,3,0.4145445,50.46257492,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H226,IAP,PIK3CA_3,3,3,3,0.4772015,7.20734585,0.0003,0.1489994,15.88533355,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H2291,IAP,PIK3CA_3,3,3,0.995698917,10,72.19949222,0.969016049,10,76.29964154,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H23,IAP,PIK3CA_3,3,1,3,0.785243,20.7673692,0.006788971,1.4636831,46.16671486,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H520,IAP,PIK3CA_3,3,3,0.952379265,10,83.69978359,1,0,100,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
SW900,IAP,PIK3CA_3,3,3,3,0.5412492,35.42875985,0.456068874,0.1938179,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
A549,IAP,PIK3CB,3,3,1,0,100,3,0.2087474,61.47458918,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
DMS-114,IAP,PIK3CB,3,3,3,0.3230612,68.00802719,3,0.6667964,27.23677032,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HT-29,IAP,PIK3CB,10,1,1,0,100,1,10,80.40024814,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
LS-513,IAP,PIK3CB,10,1,10,10,43.6002123,0.300244786,2.812975,87.50063605,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H1299,IAP,PIK3CB,3,1,1.081035273,1.6201776,77.50007341,0.063852628,1.1648789,32.07884183,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H1563,IAP,PIK3CB,3,1,3,0.2787486,0.05474952,0.010151257,1.1075175,15.96023992,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H1703,IAP,PIK3CB,3,0.01,1.599008234,0.5723131,0,0.000497233,1.9826368,18.31680807,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H2085,IAP,PIK3CB,0.03,3,0.004190971,1.0464435,53.05518809,0.598225849,0.4252381,12.39452516,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H2170,IAP,PIK3CB,3,3,3,0.3327288,64.6281062,3,0.4805591,47.6016227,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H226,IAP,PIK3CB,3,3,3,0.8690747,36.90021247,0.0003,0.1,12.92215099,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H2291,IAP,PIK3CB,3,3,3,0.3826393,63.6450859,3,10,52.80000695,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H522,IAP,PIK3CB,3,0.3,3,1.3473396,21.32548056,0.013557852,0.2998187,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
RKO,IAP,PIK3CB,10,1,10,10,40.2000307,0.026881441,10,93.46646273,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
SW620,IAP,PIK3CB,10,1,0.001002289,0.1,94.03647711,1,0,100,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
SW837,IAP,PIK3CB,10,1,1.132809296,0.6574268,84.17865345,0.20423205,2.1992969,73.00018608,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
COLO-205,IAP,PTK2,3,1,0.505807039,1.9336665,0,1,0.4695847,51.47087129,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,4.29,3,0,404.4,2.74276,92.61175,4.041,2.547,29.459,0.65552
HT-29,IAP,PTK2,10,1,0.454887585,1.7972209,4.11247229,1,10,94.80002624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,4.29,3,0,404.4,2.74276,92.61175,4.041,2.547,29.459,0.65552
NCI-H747,IAP,PTK2,3,1,0.396067446,1.5643898,21.30304872,0.006220492,0.3983897,48.44546905,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,4.29,3,0,404.4,2.74276,92.61175,4.041,2.547,29.459,0.65552
RKO,IAP,PTK2,3,1,0.554513496,2.9263628,4.07459438,0.01237373,0.7512735,81.26427602,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,4.29,3,0,404.4,2.74276,92.61175,4.041,2.547,29.459,0.65552
SW48,IAP,PTK2,1,1,0.288218006,1.5544156,6.23671009,0.006582714,1.0175076,87.89929585,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,4.29,3,0,404.4,2.74276,92.61175,4.041,2.547,29.459,0.65552
C32,IAP,SN38,0.03,1,0.002109875,3.3233905,2.31499179,0.000112995,7.9788199,10.44,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.97,2,0,392.4,2.45,99.96,2,2,29,0.76
RKO,IAP,SN38,0.03,1,0.0024039,10,3.84683204,0.054684832,4.9623111,90.85335138,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.97,2,0,392.4,2.45,99.96,2,2,29,0.76
SW48,IAP,SN38,0.03,1,0.001801776,1.1309729,0,0.0001,0.1,79.42049069,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.97,2,0,392.4,2.45,99.96,2,2,29,0.76
SW837,IAP,SN38,0.03,1,0.002057426,1.658242,15.74780951,0.175301315,2.0644712,81.2903989,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.97,2,0,392.4,2.45,99.96,2,2,29,0.76
SW948,IAP,SN38,0.03,1,0.002960616,10,2.24972215,0.334384245,10,70.69946946,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.97,2,0,392.4,2.45,99.96,2,2,29,0.76
HT-1197,IAP,TNF,0.1,3,0.001140486,0.8913323,50.6797129,3,1.5807526,1.6728622,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
HT-1376,IAP,TNF,0.1,3,0.001752433,0.1,37.75427112,0.00267813,0.1915879,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
KATOIII,IAP,TNF,0.1,3,1.23E-05,0.1,50.84358665,0.013876776,0.9813306,53.92769257,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
KMS-11,IAP,TNF,0.1,3,0.1,1.7375781,67.91764998,1,0,100,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
NCI-SNU-16,IAP,TNF,0.1,3,0.004643747,0.767583,53.52589061,3,1.7210389,6.16115763,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
SW780,IAP,TNF,0.03,0.03,0.03,0.2076723,18.51090389,0.001771964,0.768588,48.35914734,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
T-24,IAP,TNF,0.03,1,0.010346875,10,92.29980852,0.61696833,0.7477258,66.82899393,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
TCCSUP,IAP,TNF,0.03,0.03,3.00E-06,0.1,88.95779847,0.000806127,0.4593252,65.50548137,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
Calu-6,IAP,TOP2_2,3,1,0.614578909,1.711808,13.17630099,0.092939155,0.1,31.39127838,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H1437,IAP,TOP2_2,3,1,0.507669479,1.1803752,1.75050748,1,0.3276377,26.18793393,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H1563,IAP,TOP2_2,0.3,1,0.3,10,3.40014915,0.010496901,3.2688346,24.37508465,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H1703,IAP,TOP2_2,1,0.01,0.326679192,1.808263,6.34553613,0.000490484,2.3454402,20.20155285,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H2085,IAP,TOP2_2,3,3,1.146190105,0.7098795,0,0.873266175,0.278107,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H2170,IAP,TOP2_2,3,3,1.319645045,1.0121429,0,3,0.3266155,49.75959457,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H226,IAP,TOP2_2,1,3,0.142062858,1.0548732,1.45645703,0.0003,0.1,11.48955313,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H2291,IAP,TOP2_2,3,3,1.253170592,0.7901587,0,0.32106521,10,89.89988813,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H23,IAP,TOP2_2,1,1,0.114594394,1.3979515,9.47809929,0.00176209,0.3784322,45.53575554,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H358,IAP,TOP2_2,1,3,0.18267464,1.3962873,27.9113897,0.0003,0.1,67.70164701,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
NCI-H838,IAP,TOP2_2,1,1,0.304687891,1.837165,0,0.00562715,0.5990922,15.41914141,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,13,0.03,3,2,588.6,0.94,160.82,5,2,42,0.42
Calu-6,IAP,Topotecan,0.1,1,0.034594017,1.6411234,21.62052441,0.0001,0.1,37.16916878,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,0.73,2,0,421.5,1.58,103.2,3,2,31,0.73
DMS-114,IAP,Topotecan,0.1,3,0.037945872,1.7433684,0,3,0.3669642,42.71032198,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,0.73,2,0,421.5,1.58,103.2,3,2,31,0.73
NCI-H1793,IAP,Topotecan,0.3,3,0.2012019,2.0985256,0,3,0.4225033,35.53288298,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,0.73,2,0,421.5,1.58,103.2,3,2,31,0.73
NCI-H2170,IAP,Topotecan,0.1,3,0.054422428,0.8844487,0,0.049052912,0.1,63.81510044,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,0.73,2,0,421.5,1.58,103.2,3,2,31,0.73
NCI-H2291,IAP,Topotecan,0.3,3,0.074282603,1.0965163,41.06234774,2.099267698,1.180851,74.23902471,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,0.73,2,0,421.5,1.58,103.2,3,2,31,0.73
NCI-H23,IAP,Topotecan,0.1,1,0.1,0.6987867,23.1196123,0.065379618,0.1359719,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,0.73,2,0,421.5,1.58,103.2,3,2,31,0.73
NCI-H3122,IAP,Topotecan,0.1,0.3,0.018324932,1.4286694,0,0.003105054,2.236988,75.9149276,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,0.73,2,0,421.5,1.58,103.2,3,2,31,0.73
NCI-H358,IAP,Topotecan,0.1,3,0.040593357,0.879041,0,0.0003,0.1,73.79178643,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,0.73,2,0,421.5,1.58,103.2,3,2,31,0.73
NCI-H520,IAP,Topotecan,0.03,3,0.011453326,2.730016,43.3934255,1,0,100,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,0.73,2,0,421.5,1.58,103.2,3,2,31,0.73
NCI-H522,IAP,Topotecan,0.01,0.3,0.01,0.4363845,21.86358265,0.003013068,0.2179174,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,0.73,2,0,421.5,1.58,103.2,3,2,31,0.73
NCI-H838,IAP,Topotecan,0.3,1,0.082986917,1.7788788,0,0.004223756,0.4994568,16.34933182,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,0.73,2,0,421.5,1.58,103.2,3,2,31,0.73
NCI-H1563,IAP,Vinorelbine,0.03,1,0.03,1.8213704,31.7661959,0.010354735,0.9602846,16.18455829,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H1703,IAP,Vinorelbine,0.03,0.01,0.017379724,2.8481323,0,0.000545184,1.8138718,18.46873124,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H1975,IAP,Vinorelbine,0.03,3,0.027076312,3.2221147,0,3,0.2168733,44.39512955,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H2170,IAP,Vinorelbine,0.03,3,0.010481153,2.4017518,43.07347215,3,0.2672873,61.11311313,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H2228,IAP,Vinorelbine,0.1,0.3,0.035879209,2.6673831,31.95782836,0.014443814,0.8443125,29.47509651,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H226,IAP,Vinorelbine,0.03,3,0.008956872,1.4711595,6.48863916,0.0003,0.1,0.37151604,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H2291,IAP,Vinorelbine,1,3,0.022702836,1.8432404,44.53833428,3,0.9608419,58.92440518,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H23,IAP,Vinorelbine,0.1,1,0.024526972,2.3997465,9.72076538,0.006941276,0.8610307,45.66677634,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H3122,IAP,Vinorelbine,0.1,0.3,0.025215873,10,7.69366818,1,0,100,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H520,IAP,Vinorelbine,0.01,3,0.01,1.0343457,56.87418764,0.000304176,7.6348731,92.13999997,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
SW900,IAP,Vinorelbine,0.1,3,0.019645127,2.9723074,32.86221042,2.078708405,0.160256,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
RKO,JAK,MTOR,0.3,3,0.09634378,10,36.99926363,1.457962601,10,51.16413496,8,2.01,3,0,348.8,2.37,104.3,5,3,24,0.65,9,2.59,1,0,465.6,3.27,93.07,5,3,34,0.61
SW48,JAK,MTOR,0.3,3,0.065896623,0.6585808,0,0.604255464,1.698352,0,8,2.01,3,0,348.8,2.37,104.3,5,3,24,0.65,9,2.59,1,0,465.6,3.27,93.07,5,3,34,0.61
SW620,JAK,MTOR,0.3,1,0.104202608,10,72.89929932,1,2.3318379,64.25924521,8,2.01,3,0,348.8,2.37,104.3,5,3,24,0.65,9,2.59,1,0,465.6,3.27,93.07,5,3,34,0.61
SW837,JAK,MTOR,0.3,3,0.3,0.9919805,1.73081602,1.96315118,1.6144252,11.92952299,8,2.01,3,0,348.8,2.37,104.3,5,3,24,0.65,9,2.59,1,0,465.6,3.27,93.07,5,3,34,0.61
SW948,JAK,MTOR,0.3,3,0.104098637,1.9519196,5.69675967,1.05960748,10,12.29732772,8,2.01,3,0,348.8,2.37,104.3,5,3,24,0.65,9,2.59,1,0,465.6,3.27,93.07,5,3,34,0.61
BFTC-905,ATR_4,MAP2K_1,3,3,1.218032096,1.3633784,12.27956344,1.033342479,10,15.69798812,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
HT-1197,ATR_4,MAP2K_1,1,3,0.296992124,2.9300762,64.31234256,1.178691537,10,64.79691184,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
UM-UC-3,ATR_4,MAP2K_1,3,3,0.233862621,3.5270297,56.35948649,0.887166609,2.5387576,51.38204981,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
647-V,BCL2_BCL2L1,MAP2K_1,1,3,0.325998104,4.1234556,83.13596479,1.129252576,1.0653237,46.56226842,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
HT-1197,BCL2_BCL2L1,MAP2K_1,1,3,0.10469548,10,74.9499746,0.0003,0.1,91.13176403,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
SW780,BCL2_BCL2L1,MAP2K_1,3,0.3,0.533369061,0.4744427,0,0.015736809,1.1100418,21.6486985,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
T-24,BCL2_BCL2L1,MAP2K_1,3,0.3,0.784025132,0.7552391,0,0.3,0.9557467,87.62098138,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
TCCSUP,BCL2_BCL2L1,MAP2K_1,3,3,1.899005662,0.3147776,19.62201529,3,0.3370636,79.43218131,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
UM-UC-3,BCL2_BCL2L1,MAP2K_1,3,3,0.212141144,3.3289814,58.01048195,0.375647163,0.8543311,31.68710617,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
A549,BRAF_M,MAP2K_1,3,3,3,0.650081,53.5808106,1,0,100,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
Calu-3,BRAF_M,MAP2K_1,3,3,0.389175562,10,89.84960792,1,0,100,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
COLO-205,BRAF_M,MAP2K_1,1,3,0.069963225,2.112712,3.95807496,0.223730025,1.4366218,2.37584209,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
DMS-114,BRAF_M,MAP2K_1,3,3,3,0.6285932,60.38748235,1,0,100,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
HCT-116,BRAF_M,MAP2K_1,3,3,0.284522653,1.9434147,13.85456966,3,10,82.60069103,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
HT-29,BRAF_M,MAP2K_1,3,3,0.147755444,1.0620507,20.78437763,1.074066941,10,64.69877717,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
