,CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,A_HBA,A_cLogP,A_HBD,A_Lipinski,A_MW,A_ALogP/XLogP,A_PSA,A_#RotBonds,A_Arom Rings,A_Heavy atoms,A_QED,B_HBA,B_cLogP,B_HBD,B_Lipinski,B_MW,B_ALogP/XLogP,B_PSA,B_#RotBonds,B_Arom Rings,B_Heavy atoms,B_QED,GEX_CLUSTER,ORIGIN_CLUSTER,THERAPY_CLUSTER,Target_share,Target_interaction
905,TCCSUP,BCL2_BCL2L1,MAP2K_1,3.0,3.0,1.899005662,0.3147776,19.62201529,3.0,0.3370636,79.43218131,-9.472862,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,3,3,2,0,0.49949999999999994
122,CAL-148,AKT,ALK_IGFR,1.0,1.0,1.0,10.0,94.200019,0.186777017,1.3879758999999998,0.0,29.1901,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,7.0,4.08,4.0,0.0,449.0,2.75692,97.43558,4.9030000000000005,2.427,30.291,0.61224,2,1,0,0,0.4992498748122183
1178,BFTC-905,Cisplatin,HDAC_4,3.0,3.0,0.293836693,2.8675615000000003,16.81644234,0.6109873229999999,1.5852018,0.0,-15.31246,33.0,6.8167399999999985,13.0,2.504,1428.0,6.53938,522.0,19.0,3.165,84.0,0.16984000000000002,3.0,1.45848,3.0,0.054000000000000006,264.32,1.9,78.4,8.0,2.247,19.0,0.64012,1,3,3,0,0.0
1221,NCI-H838,CSNK2A1_2,PIK3CA_3,3.0,0.1,2.105928195,0.50153,20.20842665,0.009259159,2.0956926,2.86947345,27.3109,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,3,0,0.41310901591043014
415,UACC-812,AKT_1,EGFR_2,1.0,1.0,0.022181083,2.9368756,37.70882956,1.0,0.0,100.0,34.013870000000004,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,7.0,5.6,1.0,1.0,446.9,4.3,68.74,8.0,3.0,31.0,0.52,2,1,2,0,0.49949999999999994
1064,NCI-H2085,BRAF_M2,MAP2K_1,3.0,3.0,0.147802286,1.3858518999999998,30.05027217,3.0,0.5530347,26.05399864,28.281840000000006,8.0,3.85907,2.0,0.045,453.4,3.5,86.7,4.0,3.022,33.0,0.59706,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,1,2,3,0,0.0
1317,BT-20,ERBB,FGFR,1.0,1.0,1.0,0.4606182,79.33349144,0.26720809999999995,10.0,70.2992931,-1.81518,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,1,1,1,0,0.48536078229541946
1515,HCC1187,FGFR,MTOR_1,1.0,1.0,0.267308341,10.0,11.99905238,0.34461339700000004,10.0,94.99987928,3.211573,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,7,1,2,0,0.48370247933884297
325,CAL-148,AKT,TNKS_PARP6,1.0,1.0,0.036617037000000005,1.7544082,3.49563932,0.164191751,1.3378802,0.0,11.96001,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,2,1,3,0,0.0
593,NCI-H1437,ALK_2,PIK3CB,3.0,3.0,3.0,0.4412866,57.93666447,0.8404263959999999,0.7084732,0.0,23.06369,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,0,0,0.836
633,HCC38,ALK_IGFR,PIK3CB_PIK3CD,1.0,1.0,0.350740372,10.0,72.29920981,0.999995942,9.9999996,37.40128181,14.24153,7.0,4.08,4.0,0.0,449.0,2.75692,97.43558,4.9030000000000005,2.427,30.291,0.61224,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,3,1,0,0,0.9460000000000001
969,NCI-H358,BCL2L1,CarboTaxol,0.01,3.0,0.0017162579999999998,1.5707316999999998,18.00186493,0.0003,0.1,91.87490139,48.02275,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,14.0,5.0948699999999985,4.0,2.282,853.9,2.5,221.0,14.0,2.552,62.0,0.21141,1,2,2,0,0.0
2016,MDA-MB-468,PARP1,PIK3C,1.0,3.0,1.0,10.0,85.60026668,1.482761672,1.609723,0.0,10.54166,7.0,1.24,1.0,0.0,434.5,2.13,82.08,4.0,2.0,32.0,0.8,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,1,1,0,0,0.47593867924528305
949,CAMA-1,BCL2_BCL2L1_BCL2L2,FGFR,1.0,1.0,0.08139606099999999,10.0,93.79946342,1.0,0.0,100.0,-17.2007,14.0,8.5168,2.0,2.643,974.6,9.6,170.0,16.0,3.387,65.0,0.16577999999999998,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,2,1,1,0,0.4822715025906735
65,MDA-MB-453,ADAM17,MTOR_1,1.0,75.0,0.274518195,10.0,14.5990224,1.0,0.0,100.0,-11.08194,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,2,1,2,0,0.4949919191919192
948,MFM-223,BCL2_BCL2L1,SLC16A4,1.0,1.0,1.0,0.0,100.0,1.0,2.6457979,18.00255372,8.109478,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,2,1,0,0,0.0
2045,HCC1143,PIK3C,PIM1,1.0,1.0,1.0,0.0,100.0,0.223666937,2.0908292,58.33276314,24.2367,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,1,1,1,0,0.4374003416856492
27,CAL-120,ADAM17,FGFR,1.0,75.0,0.31134738300000003,10.0,78.19974973,1.0,0.0,100.0,11.66448,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,3,1,1,0,0.3261196480097746
1440,CAMA-1,ESR1,MTOR_1,1.0,1.0,0.350564957,3.1200650000000003,24.85255957,0.045290246,1.3443999,52.43308249,44.15751,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,2,1,2,0,0.4992498748122183
966,NCI-H226,BCL2L1,CarboTaxol,0.01,3.0,0.001604559,1.3532906999999998,13.93384443,3.0,0.3200215,19.43804175,36.85192,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,14.0,5.0948699999999985,4.0,2.282,853.9,2.5,221.0,14.0,2.552,62.0,0.21141,3,2,3,0,0.0
2106,HCC1187,PIK3CB_PIK3CD,PIP5K1,1.0,1.0,1.0,0.0,100.0,0.3273452,10.0,73.1996172,-25.89079,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7,1,1,0,0.929
1087,NCI-H1299,BRAF_M2,MAP2K_3,0.3,3.0,0.006957615,0.6164439,6.45667406,3.0,1.0772197,18.87812552,61.87433000000001,8.0,3.85907,2.0,0.045,453.4,3.5,86.7,4.0,3.022,33.0,0.59706,9.0,4.98,2.0,1.0,615.4,3.18,102.06,5.0,2.0,37.0,0.5,5,2,3,0,0.0
1191,KU-19-19,Cisplatin,PIK3C,3.0,3.0,1.0,0.0,100.0,3.0,10.0,19.00143596,-75.46791,33.0,6.8167399999999985,13.0,2.504,1428.0,6.53938,522.0,19.0,3.165,84.0,0.16984000000000002,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,3,0,0,0.0
1531,RT4,FGFR,MTOR_1,1.0,3.0,1.0,10.0,1.00023851,0.304767889,1.0411062,32.99463673,-18.80834,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,1,3,3,0,0.48370247933884297
570,NCI-H1563,ALK,PIK3C,3.0,3.0,2.709693555,1.2506856000000002,0.0,1.045143942,2.0110063,0.0,25.41691,8.0,3.89,2.0,1.0,532.1,3.78208,90.07313,5.216,2.47,37.304,0.5211600000000001,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,2,3,0,0.914
1857,HCC1954,MAP2K_1,PIK3C,3.0,3.0,0.7966731429999999,1.5667777,2.44912794,2.14209445,0.25130660000000005,0.0,24.47396,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,1,1,3,0,0.972
305,BT-20,AKT,PIP5K1,1.0,1.0,1.0,1.4161971000000002,63.70405287,1.0,1.3375422,47.29195611,31.56132,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,1,0,0,0.48055792207792203
588,NCI-H520,ALK_2,MTOR_1,3.0,3.0,0.135455112,1.2412184,17.38050997,1.193448597,10.0,75.29754704,14.859420000000002,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,7,2,2,0,0.4660664879356568
1915,BT-20,MAP2K_1,SLC16A4,1.0,1.0,1.0,0.583705,73.61487793,1.0,0.4516731,4.97287542,14.30177,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,1,0,0,0.0
1216,NCI-H2170,CSNK2A1_2,PIK3CA_3,3.0,0.03,3.0,0.9139279,13.70133154,0.009301184,10.0,18.19915765,3.707614,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7,2,3,0,0.41310901591043014
1354,CAL-148,ERBB,MAP2K_1,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,36.9506,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,2,1,1,0,0.781
635,Hs-578-T,ALK_IGFR,PIK3CB_PIK3CD,1.0,1.0,0.7291495509999999,2.2034171,61.340683,1.0,10.0,71.80003229,27.14285,7.0,4.08,4.0,0.0,449.0,2.75692,97.43558,4.9030000000000005,2.427,30.291,0.61224,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,3,1,1,0,0.9460000000000001
733,UM-UC-3,ATR_4,MAP2K_1,3.0,3.0,0.233862621,3.5270297,56.35948649,0.8871666090000001,2.5387576000000003,51.38204981,-10.43963,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,3,3,0,0,0.3065048441677199
46,HCC1395,ADAM17,MAP2K_1,1.0,75.0,0.076732378,0.7601594,76.19423244,75.0,0.4515384,86.36457426,5.722309,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,3,1,1,0,0.43735999999999997
432,HCC1187,AKT_1,ESR1_1,3.0,3.0,1.029386509,10.0,69.39930543,0.048849554,0.5855834,20.9511988,5.116957,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,9.0,5.35487,2.0,1.331,606.8,9.2,76.7,13.0,3.427,41.0,0.39636,7,1,0,0,0.9980000000000001
1198,DMS-114,CSNK2A1_2,Gemcitabine,0.03,0.03,0.03,10.0,93.00126016,0.009148726,10.0,18.59909792,-50.52303,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,7.0,-0.71,4.0,0.0,263.2,-1.39,108.38,2.0,0.0,18.0,0.57,5,2,0,0,0.43002931034482755
1679,RKO,IAP,PARP1,10.0,1.0,4.123887254,10.0,42.29179174,0.009931242,1.0167467,83.40919344,68.72678,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,1.24,1.0,0.0,434.5,2.13,82.08,4.0,2.0,32.0,0.8,6,0,2,0,0.4738862559241706
989,NCI-H3122,BCL2L1,IAP,0.3,3.0,0.3,0.227464,71.04845095,0.042019295,1.6438364,77.05499616,48.75784,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,2,1,0,0.0
718,BT-549,ATR_4,MAP2K_1,1.0,1.0,1.0,0.16021939999999998,57.44432054,1.0,10.0,30.20010851,-23.596,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,3,1,0,0,0.3065048441677199
1384,HCC1569,ERBB,MTOR_1,1.0,3.0,0.0001,0.1,66.33521891,3.0,0.2152073,67.56869582,6.16941,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,4,1,1,0,0.986
662,MDA-MB-468,ATR_4,BCL2_BCL2L1,1.0,1.0,0.257970488,1.2466619,58.5029647,0.383291126,10.0,78.59853494,18.67573,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,1,1,1,0,0.41434797891036906
1820,SW620,JAK,MTOR,0.3,1.0,0.104202608,10.0,72.89929932,1.0,2.3318379,64.25924521,-4.735825,8.0,2.01,3.0,0.0,348.8,2.37,104.3,5.0,3.0,24.0,0.65,9.0,2.59,1.0,0.0,465.6,3.27,93.07,5.0,3.0,34.0,0.61,6,0,1,0,0.48845854657113613
1811,C32,IGFR_4,MAP2K_1,3.0,10.0,0.125885864,1.1588941,22.35968009,2.797960402,2.6436755,8.15120332,5.0746410000000015,9.0,4.29,2.0,1.0,507.0,3.96365,90.37846,5.5379999999999985,2.625,36.967,0.48711,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,4,0,3,0,0.4889815950920246
656,HT-1197,ATR_4,BCL2_BCL2L1,3.0,3.0,1.0,0.0,100.0,1.5382272869999998,10.0,84.98116014,14.3023,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,1,3,1,0,0.41434797891036906
1022,NCI-H358,BCL2L1,Vinorelbine,0.03,3.0,0.010964736,10.0,54.69807209,0.068872868,0.6224078000000001,87.19696834,60.42145,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,12.0,5.94,2.0,3.0,778.9,5.4,133.87,10.0,3.0,57.0,0.2,1,2,1,0,0.0
1702,NCI-H838,IAP,PIK3C,3.0,1.0,0.805203357,0.910303,0.0,0.005650559,0.7783651,19.34712962,29.86598,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,2,3,0,0.4972398190045249
293,BT-20,AKT,PIK3CA_4,1.0,1.0,0.208946057,1.2631686000000002,58.79597362,0.190101078,3.2412186000000003,78.74518968,12.91164,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,7.0,2.13,3.0,0.0,441.5,2.83,129.45,5.0,2.0,30.0,0.74,1,1,1,0,0.9989999999999999
210,HCC1937,AKT,EGFR,0.1,1.0,0.004057102,0.5411439,76.98863341,0.135855927,0.9391834,65.83930223,23.68558,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,1,1,1,0,0.49949999999999994
1725,HT-29,IAP,PIK3CB,10.0,1.0,1.0,0.0,100.0,1.0,10.0,80.40024814,-30.98399,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,0,0,1,0,0.4952498738011105
571,NCI-H1975,ALK,PIK3C,3.0,3.0,0.442902194,1.5139316,19.37206003,0.636764368,1.4439058,0.37782795,34.9084,8.0,3.89,2.0,1.0,532.1,3.78208,90.07313,5.216,2.47,37.304,0.5211600000000001,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,2,3,0,0.914
954,MDA-MB-361,BCL2_BCL2L1_BCL2L2,FGFR,1.0,1.0,0.275798232,10.0,91.69970564,0.308438455,10.0,77.49976254,-0.3315716,14.0,8.5168,2.0,2.643,974.6,9.6,170.0,16.0,3.387,65.0,0.16577999999999998,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,2,1,1,0,0.4822715025906735
1733,NCI-H2291,IAP,PIK3CB,3.0,3.0,3.0,0.3826393,63.64508589999999,3.0,10.0,52.80000695,6.385782,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,0,0,0.4952498738011105
785,SW837,BCL2,IGFR_4,10.0,3.0,0.821924287,0.5892662,0.0,1.0,0.0,100.0,7.891496000000001,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,9.0,4.29,2.0,1.0,507.0,3.96365,90.37846,5.5379999999999985,2.625,36.967,0.48711,6,0,2,0,0.48871304347826083
1477,HCC1395,ESR1_3,MTOR_1,1.0,3.0,1.0,0.1217216,5.48876555,0.0003,0.1,68.54902463,-48.17627,2.0,3.12629,0.0,0.474,371.5,7.1,12.5,8.0,3.703,28.0,0.5603,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,3,1,2,0,0.4992498748122183
416,BT-549,AKT_1,ESR1,1.0,1.0,1.0,10.0,74.80006383,0.913037313,0.4997111,0.0,-24.67385,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,1,0,0,0.9980000000000001
836,HCC70,BCL2_BCL2L1,EGFR,0.1,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-17.26343,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,1,1,1,0,0.827
488,M14,AKT_SGK,BCL2_BCL2L1,1.0,1.0,0.047220727,0.6912216999999999,7.60840416,1.0,0.7563146,40.36497292,15.99293,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,4,0,3,0,0.9980000000000001
408,HCC1419,AKT_1,EGFR_2,3.0,3.0,0.52847393,1.5248396999999998,36.90457236,0.132235477,1.0148686,32.72511597,32.55876,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,7.0,5.6,1.0,1.0,446.9,4.3,68.74,8.0,3.0,31.0,0.52,2,1,3,0,0.49949999999999994
227,HCC1428,AKT,ERBB,1.0,1.0,0.04183785,0.6565883000000001,80.62916794,1.0,0.0,100.0,-7.973875,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,2,1,1,0,0.49949999999999994
236,MDA-MB-468,AKT,ERBB,3.0,3.0,3.0,0.2117174,36.94962351,2.392358916,10.0,0.0,106.8248,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,1,1,3,0,0.49949999999999994
1248,Calu-3,Doxorubicin,IAP,1.0,0.01,1.0,0.0,100.0,0.003138547,10.0,56.29957893,-32.98206,12.0,0.32,7.0,3.0,543.5,-0.04,206.07,5.0,2.0,39.0,0.28,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,2,1,0,0.4847938144329897
1138,NCI-H1975,CHEK1,IAP,3.0,1.0,3.0,0.2330077,53.54332531,1.0,1.2276421,6.66655989,-7.679866,6.0,3.11,5.0,0.0,362.4,2.01,124.49,4.0,2.0,25.0,0.67,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,0,0,0.7300000000000001
1936,HCC1395,MAP2K_3,PIK3C,3.0,0.3,1.127647478,0.648958,0.0,0.001298923,0.1,17.05295687,25.35105,9.0,4.98,2.0,1.0,615.4,3.18,102.06,5.0,2.0,37.0,0.5,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,1,3,0,0.972
1945,CAL-148,MTOR_1,PIK3C,1.0,1.0,0.314328587,10.0,43.69945599,0.999999999,10.0,31.80000206,20.43965,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,2,1,3,0,0.9509999999999998
487,Hs-578-T,AKT_SGK,BCL2_BCL2L1,1.0,1.0,1.0,0.3618156,71.62146764,0.179870453,1.5255034,34.63459522,19.10105,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,3,1,0,0,0.9980000000000001
215,MFM-223,AKT,EGFR,0.1,1.0,0.037109016,10.0,87.79939362,0.292691959,1.1361633999999998,4.43343264,-22.871,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,2,1,0,0,0.49949999999999994
1214,NCI-H1703,CSNK2A1_2,PIK3CA_3,3.0,0.1,1.01257166,0.7781406,0.0,0.010922883,2.3599945,8.716479099999999,2.493606,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,5,2,3,0,0.41310901591043014
661,MDA-MB-453,ATR_4,BCL2_BCL2L1,1.0,1.0,0.258604392,10.0,86.99952034,0.181518128,2.1922764,6.11112292,33.05702,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,2,1,0,0,0.41434797891036906
267,VM-CUB-1,AKT,FGFR,3.0,3.0,1.0,0.0,100.0,1.0,0.0,100.0,-267.1802,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,3,3,1,0,0.48536078229541946
811,NCI-H2291,BCL2,Topotecan,0.3,3.0,0.245842637,0.5738416999999999,0.0,0.700884548,3.000828,20.9988837,-5.3436650000000006,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,8.0,0.73,2.0,0.0,421.5,1.58,103.2,3.0,2.0,31.0,0.73,3,2,3,0,0.43310995970063326
1011,MDA-MB-157,BCL2L1,PIK3C,3.0,3.0,0.587512471,0.7398923000000001,49.41575379,0.0003,0.1,75.0420409,40.40864000000001,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,4,1,2,0,0.0
462,Hs-578-T,AKT_1,PIK3C_2,1.0,1.0,0.457570166,1.6600615,31.1112884,0.17661627,2.0482346,60.96336647,36.18777,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,8.0,1.58,2.0,0.0,410.4,2.34,89.63,4.0,2.0,29.0,0.82,3,1,2,0,0.9989999999999999
1343,J82,ERBB,Gemcitabine,0.1,3.0,0.004830863,3.5883322,5.05724343,0.382446758,0.9783672,91.12769309,-2.78077,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,6.0,0.8674700000000001,3.0,0.01,264.2,-0.9,121.0,2.0,1.7280000000000002,18.0,0.6238100000000001,3,3,2,0,0.2882141033871597
1456,MDA-MB-361,ESR1_1,MTOR_1,1.0,3.0,0.295102732,0.9516441,25.79097005,3.0,0.1934133,51.74956641,25.57379,9.0,5.35487,2.0,1.331,606.8,9.2,76.7,13.0,3.427,41.0,0.39636,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,2,1,2,0,0.4992498748122183
791,SW948,BCL2,MAP2K_1,3.0,3.0,0.241826515,0.7069274999999999,0.0,1.673056149,3.1157154,39.68635761,57.30354000000001,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,0,0,3,0,0.49949999999999994
1490,HCC1937,FASN,MAP2K_1,1.0,1.0,1.0,0.30178979999999994,75.49217404,1.0,0.0,100.0,5.805401,6.0,4.8,0.0,0.0,462.6,4.4,64.16,5.0,5.0,35.0,0.39,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,1,1,1,0,0.324122202636662
